order	chromosome	A	type	start	end	B	strand	C	ID
3452_	chr5	.	miRNA	87962684	87962705	.	-	.	ID=MIMAT0000442_2;Alias=MIMAT0000442;Name=hsa-miR-9-3p;Derives_from=MI0000467
3453_	chr5	.	miRNA_primary_transcript	89312438	89312537	.	-	.	ID=MI0016061;Alias=MI0016061;Name=hsa-mir-3660
3454_	chr5	.	miRNA	89312458	89312478	.	-	.	ID=MIMAT0018081;Alias=MIMAT0018081;Name=hsa-miR-3660;Derives_from=MI0016061
3455_	chr5	.	miRNA_primary_transcript	92956402	92956494	.	-	.	ID=MI0011284;Alias=MI0011284;Name=hsa-mir-2277
3456_	chr5	.	miRNA	92956454	92956477	.	-	.	ID=MIMAT0017352;Alias=MIMAT0017352;Name=hsa-miR-2277-5p;Derives_from=MI0011284
3457_	chr5	.	miRNA	92956416	92956436	.	-	.	ID=MIMAT0011777;Alias=MIMAT0011777;Name=hsa-miR-2277-3p;Derives_from=MI0011284
3458_	chr5	.	miRNA_primary_transcript	95414842	95414916	.	+	.	ID=MI0003590;Alias=MI0003590;Name=hsa-mir-583
3459_	chr5	.	miRNA	95414857	95414877	.	+	.	ID=MIMAT0003248;Alias=MIMAT0003248;Name=hsa-miR-583;Derives_from=MI0003590
3460_	chr5	.	miRNA_primary_transcript	100152186	100152269	.	-	.	ID=MI0006420;Alias=MI0006420;Name=hsa-mir-548p
3461_	chr5	.	miRNA	100152202	100152223	.	-	.	ID=MIMAT0005934;Alias=MIMAT0005934;Name=hsa-miR-548p;Derives_from=MI0006420
3462_	chr5	.	miRNA_primary_transcript	109849530	109849616	.	-	.	ID=MI0006376;Alias=MI0006376;Name=hsa-mir-548f-3
3463_	chr5	.	miRNA	109849545	109849563	.	-	.	ID=MIMAT0005895_2;Alias=MIMAT0005895;Name=hsa-miR-548f-3p;Derives_from=MI0006376
3464_	chr5	.	miRNA_primary_transcript	118490332	118490411	.	+	.	ID=MI0019314;Alias=MI0019314;Name=hsa-mir-5706
3465_	chr5	.	miRNA	118490341	118490362	.	+	.	ID=MIMAT0022500;Alias=MIMAT0022500;Name=hsa-miR-5706;Derives_from=MI0019314
3466_	chr5	.	miRNA_primary_transcript	128433381	128433459	.	+	.	ID=MI0017260;Alias=MI0017260;Name=hsa-mir-4633
3467_	chr5	.	miRNA	128433395	128433414	.	+	.	ID=MIMAT0019689;Alias=MIMAT0019689;Name=hsa-miR-4633-5p;Derives_from=MI0017260
3468_	chr5	.	miRNA	128433430	128433451	.	+	.	ID=MIMAT0019690;Alias=MIMAT0019690;Name=hsa-miR-4633-3p;Derives_from=MI0017260
3469_	chr5	.	miRNA_primary_transcript	128732755	128732840	.	-	.	ID=MI0016806;Alias=MI0016806;Name=hsa-mir-4460
3470_	chr5	.	miRNA	128732808	128732829	.	-	.	ID=MIMAT0018982;Alias=MIMAT0018982;Name=hsa-miR-4460;Derives_from=MI0016806
3471_	chr5	.	miRNA_primary_transcript	131553542	131553611	.	-	.	ID=MI0022675;Alias=MI0022675;Name=hsa-mir-6830
3472_	chr5	.	miRNA	131553585	131553606	.	-	.	ID=MIMAT0027560;Alias=MIMAT0027560;Name=hsa-miR-6830-5p;Derives_from=MI0022675
3473_	chr5	.	miRNA	131553542	131553564	.	-	.	ID=MIMAT0027561;Alias=MIMAT0027561;Name=hsa-miR-6830-3p;Derives_from=MI0022675
3474_	chr5	.	miRNA_primary_transcript	131701182	131701291	.	-	.	ID=MI0016592;Alias=MI0016592;Name=hsa-mir-3936
3475_	chr5	.	miRNA	131701205	131701226	.	-	.	ID=MIMAT0018351;Alias=MIMAT0018351;Name=hsa-miR-3936;Derives_from=MI0016592
3476_	chr5	.	miRNA_primary_transcript	132763288	132763398	.	-	.	ID=MI0006351;Alias=MI0006351;Name=hsa-mir-1289-2
3477_	chr5	.	miRNA	132763307	132763329	.	-	.	ID=MIMAT0005879_1;Alias=MIMAT0005879;Name=hsa-miR-1289;Derives_from=MI0006351
3478_	chr5	.	miRNA_primary_transcript	133561448	133561543	.	+	.	ID=MI0016062;Alias=MI0016062;Name=hsa-mir-3661
3479_	chr5	.	miRNA	133561468	133561489	.	+	.	ID=MIMAT0018082;Alias=MIMAT0018082;Name=hsa-miR-3661;Derives_from=MI0016062
3480_	chr5	.	miRNA_primary_transcript	134263729	134263802	.	+	.	ID=MI0016807;Alias=MI0016807;Name=hsa-mir-4461
3481_	chr5	.	miRNA	134263774	134263796	.	+	.	ID=MIMAT0018983;Alias=MIMAT0018983;Name=hsa-miR-4461;Derives_from=MI0016807
3482_	chr5	.	miRNA_primary_transcript	135138674	135138764	.	-	.	ID=MI0019288;Alias=MI0019288;Name=hsa-mir-5692c-1
3483_	chr5	.	miRNA	135138685	135138706	.	-	.	ID=MIMAT0022476;Alias=MIMAT0022476;Name=hsa-miR-5692c;Derives_from=MI0019288
3484_	chr5	.	miRNA_primary_transcript	136983261	136983338	.	-	.	ID=MI0005532;Alias=MI0005532;Name=hsa-mir-874
3485_	chr5	.	miRNA	136983271	136983292	.	-	.	ID=MIMAT0004911;Alias=MIMAT0004911;Name=hsa-miR-874-3p;Derives_from=MI0005532
3486_	chr5	.	miRNA	136983307	136983329	.	-	.	ID=MIMAT0026718;Alias=MIMAT0026718;Name=hsa-miR-874-5p;Derives_from=MI0005532
3487_	chr5	.	miRNA_primary_transcript	139943256	139943336	.	-	.	ID=MI0022676;Alias=MI0022676;Name=hsa-mir-6831
3488_	chr5	.	miRNA	139943312	139943335	.	-	.	ID=MIMAT0027562;Alias=MIMAT0027562;Name=hsa-miR-6831-5p;Derives_from=MI0022676
3489_	chr5	.	miRNA	139943256	139943276	.	-	.	ID=MIMAT0027563;Alias=MIMAT0027563;Name=hsa-miR-6831-3p;Derives_from=MI0022676
3490_	chr5	.	miRNA_primary_transcript	140027429	140027511	.	+	.	ID=MI0016055;Alias=MI0016055;Name=hsa-mir-3655
3491_	chr5	.	miRNA	140027429	140027449	.	+	.	ID=MIMAT0018075;Alias=MIMAT0018075;Name=hsa-miR-3655;Derives_from=MI0016055
3492_	chr5	.	miRNA_primary_transcript	143059425	143059536	.	+	.	ID=MI0018176;Alias=MI0018176;Name=hsa-mir-5197
3493_	chr5	.	miRNA	143059451	143059473	.	+	.	ID=MIMAT0021130;Alias=MIMAT0021130;Name=hsa-miR-5197-5p;Derives_from=MI0018176
3494_	chr5	.	miRNA	143059488	143059510	.	+	.	ID=MIMAT0021131;Alias=MIMAT0021131;Name=hsa-miR-5197-3p;Derives_from=MI0018176
3495_	chr5	.	miRNA_primary_transcript	148441876	148441972	.	-	.	ID=MI0003591;Alias=MI0003591;Name=hsa-mir-584
3496_	chr5	.	miRNA	148441936	148441957	.	-	.	ID=MIMAT0003249;Alias=MIMAT0003249;Name=hsa-miR-584-5p;Derives_from=MI0003591
3497_	chr5	.	miRNA	148441897	148441918	.	-	.	ID=MIMAT0022708;Alias=MIMAT0022708;Name=hsa-miR-584-3p;Derives_from=MI0003591
3498_	chr5	.	miRNA_primary_transcript	148808481	148808586	.	+	.	ID=MI0000459;Alias=MI0000459;Name=hsa-mir-143
3499_	chr5	.	miRNA	148808507	148808528	.	+	.	ID=MIMAT0004599;Alias=MIMAT0004599;Name=hsa-miR-143-5p;Derives_from=MI0000459
3500_	chr5	.	miRNA	148808541	148808561	.	+	.	ID=MIMAT0000435;Alias=MIMAT0000435;Name=hsa-miR-143-3p;Derives_from=MI0000459
3501_	chr5	.	miRNA_primary_transcript	148810209	148810296	.	+	.	ID=MI0000461;Alias=MI0000461;Name=hsa-mir-145
3502_	chr5	.	miRNA	148810224	148810246	.	+	.	ID=MIMAT0000437;Alias=MIMAT0000437;Name=hsa-miR-145-5p;Derives_from=MI0000461
3503_	chr5	.	miRNA	148810262	148810283	.	+	.	ID=MIMAT0004601;Alias=MIMAT0004601;Name=hsa-miR-145-3p;Derives_from=MI0000461
3504_	chr5	.	miRNA_primary_transcript	149112388	149112453	.	+	.	ID=MI0000786;Alias=MI0000786;Name=hsa-mir-378a
3505_	chr5	.	miRNA	149112392	149112413	.	+	.	ID=MIMAT0000731;Alias=MIMAT0000731;Name=hsa-miR-378a-5p;Derives_from=MI0000786
3506_	chr5	.	miRNA	149112430	149112451	.	+	.	ID=MIMAT0000732;Alias=MIMAT0000732;Name=hsa-miR-378a-3p;Derives_from=MI0000786
3507_	chr5	.	miRNA_primary_transcript	150901648	150901709	.	-	.	ID=MI0022209;Alias=MI0022209;Name=hsa-mir-6499
3508_	chr5	.	miRNA	150901684	150901705	.	-	.	ID=MIMAT0025450;Alias=MIMAT0025450;Name=hsa-miR-6499-5p;Derives_from=MI0022209
3509_	chr5	.	miRNA	150901649	150901670	.	-	.	ID=MIMAT0025451;Alias=MIMAT0025451;Name=hsa-miR-6499-3p;Derives_from=MI0022209
3510_	chr5	.	miRNA_primary_transcript	153726666	153726807	.	+	.	ID=MI0006356;Alias=MI0006356;Name=hsa-mir-1294
3511_	chr5	.	miRNA	153726713	153726734	.	+	.	ID=MIMAT0005884;Alias=MIMAT0005884;Name=hsa-miR-1294;Derives_from=MI0006356
3512_	chr5	.	miRNA_primary_transcript	153975572	153975632	.	-	.	ID=MI0014165;Alias=MI0014165;Name=hsa-mir-3141
3513_	chr5	.	miRNA	153975605	153975623	.	-	.	ID=MIMAT0015010;Alias=MIMAT0015010;Name=hsa-miR-3141;Derives_from=MI0014165
3514_	chr5	.	miRNA_primary_transcript	154065336	154065421	.	+	.	ID=MI0006370;Alias=MI0006370;Name=hsa-mir-1303
3515_	chr5	.	miRNA	154065387	154065408	.	+	.	ID=MIMAT0005891;Alias=MIMAT0005891;Name=hsa-miR-1303;Derives_from=MI0006370
3516_	chr5	.	miRNA_primary_transcript	154209018	154209100	.	+	.	ID=MI0016808;Alias=MI0016808;Name=hsa-mir-378h
3517_	chr5	.	miRNA	154209026	154209046	.	+	.	ID=MIMAT0018984;Alias=MIMAT0018984;Name=hsa-miR-378h;Derives_from=MI0016808
3518_	chr5	.	miRNA_primary_transcript	159901409	159901490	.	+	.	ID=MI0014166;Alias=MI0014166;Name=hsa-mir-3142
3519_	chr5	.	miRNA	159901457	159901478	.	+	.	ID=MIMAT0015011;Alias=MIMAT0015011;Name=hsa-miR-3142;Derives_from=MI0014166
3520_	chr5	.	miRNA_primary_transcript	159912359	159912457	.	+	.	ID=MI0000477;Alias=MI0000477;Name=hsa-mir-146a
3521_	chr5	.	miRNA	159912379	159912400	.	+	.	ID=MIMAT0000449;Alias=MIMAT0000449;Name=hsa-miR-146a-5p;Derives_from=MI0000477
3522_	chr5	.	miRNA	159912415	159912436	.	+	.	ID=MIMAT0004608;Alias=MIMAT0004608;Name=hsa-miR-146a-3p;Derives_from=MI0000477
3523_	chr5	.	miRNA_primary_transcript	167987901	167987978	.	-	.	ID=MI0000109;Alias=MI0000109;Name=hsa-mir-103a-1
3524_	chr5	.	miRNA	167987909	167987931	.	-	.	ID=MIMAT0000101_1;Alias=MIMAT0000101;Name=hsa-miR-103a-3p;Derives_from=MI0000109
3525_	chr5	.	miRNA_primary_transcript	167987909	167987970	.	+	.	ID=MI0007261;Alias=MI0007261;Name=hsa-mir-103b-1
3526_	chr5	.	miRNA	167987909	167987931	.	+	.	ID=MIMAT0007402_1;Alias=MIMAT0007402;Name=hsa-miR-103b;Derives_from=MI0007261
3527_	chr5	.	miRNA_primary_transcript	168195151	168195260	.	-	.	ID=MI0000295;Alias=MI0000295;Name=hsa-mir-218-2
3528_	chr5	.	miRNA	168195216	168195236	.	-	.	ID=MIMAT0000275_1;Alias=MIMAT0000275;Name=hsa-miR-218-5p;Derives_from=MI0000295
3529_	chr5	.	miRNA	168195173	168195194	.	-	.	ID=MIMAT0004566;Alias=MIMAT0004566;Name=hsa-miR-218-2-3p;Derives_from=MI0000295
3530_	chr5	.	miRNA_primary_transcript	168690605	168690698	.	-	.	ID=MI0003592;Alias=MI0003592;Name=hsa-mir-585
3531_	chr5	.	miRNA	168690620	168690638	.	-	.	ID=MIMAT0003250;Alias=MIMAT0003250;Name=hsa-miR-585-3p;Derives_from=MI0003592
3532_	chr5	.	miRNA	168690653	168690674	.	-	.	ID=MIMAT0026618;Alias=MIMAT0026618;Name=hsa-miR-585-5p;Derives_from=MI0003592
3533_	chr5	.	miRNA_primary_transcript	169455492	169455570	.	+	.	ID=MI0016750;Alias=MI0016750;Name=hsa-mir-378e
3534_	chr5	.	miRNA	169455549	169455567	.	+	.	ID=MIMAT0018927;Alias=MIMAT0018927;Name=hsa-miR-378e;Derives_from=MI0016750
3535_	chr5	.	miRNA_primary_transcript	170813660	170813764	.	-	.	ID=MI0016416;Alias=MI0016416;Name=hsa-mir-3912
3536_	chr5	.	miRNA	170813682	170813702	.	-	.	ID=MIMAT0018186;Alias=MIMAT0018186;Name=hsa-miR-3912-3p;Derives_from=MI0016416
3537_	chr5	.	miRNA	170813716	170813736	.	-	.	ID=MIMAT0027036;Alias=MIMAT0027036;Name=hsa-miR-3912-5p;Derives_from=MI0016416
3538_	chr5	.	miRNA_primary_transcript	172089168	172089266	.	+	.	ID=MI0017869;Alias=MI0017869;Name=hsa-mir-5003
3539_	chr5	.	miRNA	172089190	172089212	.	+	.	ID=MIMAT0021025;Alias=MIMAT0021025;Name=hsa-miR-5003-5p;Derives_from=MI0017869
3540_	chr5	.	miRNA	172089225	172089245	.	+	.	ID=MIMAT0021026;Alias=MIMAT0021026;Name=hsa-miR-5003-3p;Derives_from=MI0017869
3541_	chr5	.	miRNA_primary_transcript	172774458	172774539	.	+	.	ID=MI0025892;Alias=MI0025892;Name=hsa-mir-8056
3542_	chr5	.	miRNA	172774510	172774529	.	+	.	ID=MIMAT0030983;Alias=MIMAT0030983;Name=hsa-miR-8056;Derives_from=MI0025892
3543_	chr5	.	miRNA_primary_transcript	174178737	174178790	.	+	.	ID=MI0017261;Alias=MI0017261;Name=hsa-mir-4634
3544_	chr5	.	miRNA	174178746	174178764	.	+	.	ID=MIMAT0019691;Alias=MIMAT0019691;Name=hsa-miR-4634;Derives_from=MI0017261
3545_	chr5	.	miRNA_primary_transcript	175794949	175795034	.	+	.	ID=MI0003814;Alias=MI0003814;Name=hsa-mir-1271
3546_	chr5	.	miRNA	175794963	175794984	.	+	.	ID=MIMAT0005796;Alias=MIMAT0005796;Name=hsa-miR-1271-5p;Derives_from=MI0003814
3547_	chr5	.	miRNA	175794999	175795020	.	+	.	ID=MIMAT0022712;Alias=MIMAT0022712;Name=hsa-miR-1271-3p;Derives_from=MI0003814
3548_	chr5	.	miRNA_primary_transcript	176056440	176056501	.	-	.	ID=MI0015885;Alias=MI0015885;Name=hsa-mir-4281
3549_	chr5	.	miRNA	176056450	176056467	.	-	.	ID=MIMAT0016907;Alias=MIMAT0016907;Name=hsa-miR-4281;Derives_from=MI0015885
3550_	chr5	.	miRNA_primary_transcript	179225278	179225346	.	-	.	ID=MI0006319;Alias=MI0006319;Name=hsa-mir-1229
3551_	chr5	.	miRNA	179225278	179225300	.	-	.	ID=MIMAT0005584;Alias=MIMAT0005584;Name=hsa-miR-1229-3p;Derives_from=MI0006319
3552_	chr5	.	miRNA	179225323	179225346	.	-	.	ID=MIMAT0022942;Alias=MIMAT0022942;Name=hsa-miR-1229-5p;Derives_from=MI0006319
3553_	chr5	.	miRNA_primary_transcript	179442303	179442397	.	-	.	ID=MI0000802;Alias=MI0000802;Name=hsa-mir-340
3554_	chr5	.	miRNA	179442361	179442382	.	-	.	ID=MIMAT0004692;Alias=MIMAT0004692;Name=hsa-miR-340-5p;Derives_from=MI0000802
3555_	chr5	.	miRNA	179442319	179442340	.	-	.	ID=MIMAT0000750;Alias=MIMAT0000750;Name=hsa-miR-340-3p;Derives_from=MI0000802
3556_	chr5	.	miRNA_primary_transcript	180470403	180470484	.	-	.	ID=MI0025925;Alias=MI0025925;Name=hsa-mir-8089
3557_	chr5	.	miRNA	180470413	180470436	.	-	.	ID=MIMAT0031016;Alias=MIMAT0031016;Name=hsa-miR-8089;Derives_from=MI0025925
3558_	chr5	.	miRNA_primary_transcript	180649566	180649633	.	-	.	ID=MI0017265;Alias=MI0017265;Name=hsa-mir-4638
3559_	chr5	.	miRNA	180649612	180649632	.	-	.	ID=MIMAT0019695;Alias=MIMAT0019695;Name=hsa-miR-4638-5p;Derives_from=MI0017265
3560_	chr5	.	miRNA	180649577	180649599	.	-	.	ID=MIMAT0019696;Alias=MIMAT0019696;Name=hsa-miR-4638-3p;Derives_from=MI0017265
3561_	chr6	.	miRNA_primary_transcript	1390549	1390646	.	-	.	ID=MI0022555;Alias=MI0022555;Name=hsa-mir-6720
3562_	chr6	.	miRNA	1390559	1390580	.	-	.	ID=MIMAT0025851;Alias=MIMAT0025851;Name=hsa-miR-6720-3p;Derives_from=MI0022555
3563_	chr6	.	miRNA	1390594	1390616	.	-	.	ID=MIMAT0027345;Alias=MIMAT0027345;Name=hsa-miR-6720-5p;Derives_from=MI0022555
3564_	chr6	.	miRNA_primary_transcript	2854265	2854341	.	-	.	ID=MI0017272;Alias=MI0017272;Name=hsa-mir-4645
3565_	chr6	.	miRNA	2854313	2854331	.	-	.	ID=MIMAT0019705;Alias=MIMAT0019705;Name=hsa-miR-4645-5p;Derives_from=MI0017272
3566_	chr6	.	miRNA	2854274	2854295	.	-	.	ID=MIMAT0019706;Alias=MIMAT0019706;Name=hsa-miR-4645-3p;Derives_from=MI0017272
3567_	chr6	.	miRNA_primary_transcript	5148467	5148556	.	-	.	ID=MI0016092;Alias=MI0016092;Name=hsa-mir-3691
3568_	chr6	.	miRNA	5148520	5148542	.	-	.	ID=MIMAT0018120;Alias=MIMAT0018120;Name=hsa-miR-3691-5p;Derives_from=MI0016092
3569_	chr6	.	miRNA	5148480	5148501	.	-	.	ID=MIMAT0019224;Alias=MIMAT0019224;Name=hsa-miR-3691-3p;Derives_from=MI0016092
3570_	chr6	.	miRNA_primary_transcript	6169537	6169668	.	-	.	ID=MI0025523;Alias=MI0025523;Name=hsa-mir-7853
3571_	chr6	.	miRNA	6169613	6169633	.	-	.	ID=MIMAT0030428;Alias=MIMAT0030428;Name=hsa-miR-7853-5p;Derives_from=MI0025523
3572_	chr6	.	miRNA_primary_transcript	6169567	6169642	.	+	.	ID=MI0019284;Alias=MI0019284;Name=hsa-mir-5683
3573_	chr6	.	miRNA	6169576	6169599	.	+	.	ID=MIMAT0022472;Alias=MIMAT0022472;Name=hsa-miR-5683;Derives_from=MI0019284
3574_	chr6	.	miRNA_primary_transcript	10439950	10440027	.	+	.	ID=MI0019294;Alias=MI0019294;Name=hsa-mir-5689
3575_	chr6	.	miRNA	10439958	10439979	.	+	.	ID=MIMAT0022481;Alias=MIMAT0022481;Name=hsa-miR-5689;Derives_from=MI0019294
3576_	chr6	.	miRNA_primary_transcript	16141787	16141855	.	+	.	ID=MI0017266;Alias=MI0017266;Name=hsa-mir-4639
3577_	chr6	.	miRNA	16141787	16141808	.	+	.	ID=MIMAT0019697;Alias=MIMAT0019697;Name=hsa-miR-4639-5p;Derives_from=MI0017266
3578_	chr6	.	miRNA	16141834	16141853	.	+	.	ID=MIMAT0019698;Alias=MIMAT0019698;Name=hsa-miR-4639-3p;Derives_from=MI0017266
3579_	chr6	.	miRNA_primary_transcript	18572015	18572111	.	+	.	ID=MI0003593;Alias=MI0003593;Name=hsa-mir-548a-1
3580_	chr6	.	miRNA	18572075	18572096	.	+	.	ID=MIMAT0003251;Alias=MIMAT0003251;Name=hsa-miR-548a-3p;Derives_from=MI0003593
3581_	chr6	.	miRNA_primary_transcript	27115405	27115467	.	+	.	ID=MI0014167;Alias=MI0014167;Name=hsa-mir-3143
3582_	chr6	.	miRNA	27115408	27115432	.	+	.	ID=MIMAT0015012;Alias=MIMAT0015012;Name=hsa-miR-3143;Derives_from=MI0014167
3583_	chr6	.	miRNA_primary_transcript	30552109	30552194	.	+	.	ID=MI0005561;Alias=MI0005561;Name=hsa-mir-877
3584_	chr6	.	miRNA	30552109	30552128	.	+	.	ID=MIMAT0004949;Alias=MIMAT0004949;Name=hsa-miR-877-5p;Derives_from=MI0005561
3585_	chr6	.	miRNA	30552174	30552194	.	+	.	ID=MIMAT0004950;Alias=MIMAT0004950;Name=hsa-miR-877-3p;Derives_from=MI0005561
3586_	chr6	.	miRNA_primary_transcript	30858660	30858749	.	+	.	ID=MI0017267;Alias=MI0017267;Name=hsa-mir-4640
3587_	chr6	.	miRNA	30858668	30858690	.	+	.	ID=MIMAT0019699;Alias=MIMAT0019699;Name=hsa-miR-4640-5p;Derives_from=MI0017267
3588_	chr6	.	miRNA	30858726	30858747	.	+	.	ID=MIMAT0019700;Alias=MIMAT0019700;Name=hsa-miR-4640-3p;Derives_from=MI0017267
3589_	chr6	.	miRNA_primary_transcript	31323001	31323093	.	-	.	ID=MI0022738;Alias=MI0022738;Name=hsa-mir-6891
3590_	chr6	.	miRNA	31323074	31323092	.	-	.	ID=MIMAT0027682;Alias=MIMAT0027682;Name=hsa-miR-6891-5p;Derives_from=MI0022738
3591_	chr6	.	miRNA	31323005	31323025	.	-	.	ID=MIMAT0027683;Alias=MIMAT0027683;Name=hsa-miR-6891-3p;Derives_from=MI0022738
3592_	chr6	.	miRNA_primary_transcript	31601564	31601635	.	+	.	ID=MI0022677;Alias=MI0022677;Name=hsa-mir-6832
3593_	chr6	.	miRNA	31601569	31601591	.	+	.	ID=MIMAT0027564;Alias=MIMAT0027564;Name=hsa-miR-6832-5p;Derives_from=MI0022677
3594_	chr6	.	miRNA	31601616	31601635	.	+	.	ID=MIMAT0027565;Alias=MIMAT0027565;Name=hsa-miR-6832-3p;Derives_from=MI0022677
3595_	chr6	.	miRNA_primary_transcript	31668806	31668868	.	-	.	ID=MI0017273;Alias=MI0017273;Name=hsa-mir-4646
3596_	chr6	.	miRNA	31668847	31668868	.	-	.	ID=MIMAT0019707;Alias=MIMAT0019707;Name=hsa-miR-4646-5p;Derives_from=MI0017273
3597_	chr6	.	miRNA	31668806	31668826	.	-	.	ID=MIMAT0019708;Alias=MIMAT0019708;Name=hsa-miR-4646-3p;Derives_from=MI0017273
3598_	chr6	.	miRNA_primary_transcript	31924616	31924717	.	-	.	ID=MI0006326;Alias=MI0006326;Name=hsa-mir-1236
3599_	chr6	.	miRNA	31924616	31924637	.	-	.	ID=MIMAT0005591;Alias=MIMAT0005591;Name=hsa-miR-1236-3p;Derives_from=MI0006326
3600_	chr6	.	miRNA	31924695	31924716	.	-	.	ID=MIMAT0022945;Alias=MIMAT0022945;Name=hsa-miR-1236-5p;Derives_from=MI0006326
3601_	chr6	.	miRNA_primary_transcript	32137807	32137893	.	-	.	ID=MI0022556;Alias=MI0022556;Name=hsa-mir-6721
3602_	chr6	.	miRNA	32137861	32137883	.	-	.	ID=MIMAT0025852;Alias=MIMAT0025852;Name=hsa-miR-6721-5p;Derives_from=MI0022556
3603_	chr6	.	miRNA_primary_transcript	32147593	32147653	.	+	.	ID=MI0022678;Alias=MI0022678;Name=hsa-mir-6833
3604_	chr6	.	miRNA	32147598	32147619	.	+	.	ID=MIMAT0027566;Alias=MIMAT0027566;Name=hsa-miR-6833-5p;Derives_from=MI0022678
3605_	chr6	.	miRNA	32147633	32147653	.	+	.	ID=MIMAT0027567;Alias=MIMAT0027567;Name=hsa-miR-6833-3p;Derives_from=MI0022678
3606_	chr6	.	miRNA_primary_transcript	32717689	32717756	.	-	.	ID=MI0016809;Alias=MI0016809;Name=hsa-mir-3135b
3607_	chr6	.	miRNA	32717729	32717750	.	-	.	ID=MIMAT0018985;Alias=MIMAT0018985;Name=hsa-miR-3135b;Derives_from=MI0016809
3608_	chr6	.	miRNA_primary_transcript	33175612	33175721	.	+	.	ID=MI0000296;Alias=MI0000296;Name=hsa-mir-219a-1
3609_	chr6	.	miRNA	33175632	33175652	.	+	.	ID=MIMAT0000276;Alias=MIMAT0000276;Name=hsa-miR-219a-5p;Derives_from=MI0000296
3610_	chr6	.	miRNA	33175673	33175694	.	+	.	ID=MIMAT0004567;Alias=MIMAT0004567;Name=hsa-miR-219a-1-3p;Derives_from=MI0000296
3611_	chr6	.	miRNA_primary_transcript	33255004	33255066	.	-	.	ID=MI0022720;Alias=MI0022720;Name=hsa-mir-6873
3612_	chr6	.	miRNA	33255040	33255061	.	-	.	ID=MIMAT0027646;Alias=MIMAT0027646;Name=hsa-miR-6873-5p;Derives_from=MI0022720
3613_	chr6	.	miRNA	33255004	33255026	.	-	.	ID=MIMAT0027647;Alias=MIMAT0027647;Name=hsa-miR-6873-3p;Derives_from=MI0022720
3614_	chr6	.	miRNA_primary_transcript	33258022	33258102	.	+	.	ID=MI0022679;Alias=MI0022679;Name=hsa-mir-6834
3615_	chr6	.	miRNA	33258022	33258042	.	+	.	ID=MIMAT0027568;Alias=MIMAT0027568;Name=hsa-miR-6834-5p;Derives_from=MI0022679
3616_	chr6	.	miRNA	33258082	33258101	.	+	.	ID=MIMAT0027569;Alias=MIMAT0027569;Name=hsa-miR-6834-3p;Derives_from=MI0022679
3617_	chr6	.	miRNA_primary_transcript	33406108	33406214	.	+	.	ID=MI0017870;Alias=MI0017870;Name=hsa-mir-5004
3618_	chr6	.	miRNA	33406128	33406149	.	+	.	ID=MIMAT0021027;Alias=MIMAT0021027;Name=hsa-miR-5004-5p;Derives_from=MI0017870
3619_	chr6	.	miRNA	33406174	33406195	.	+	.	ID=MIMAT0021028;Alias=MIMAT0021028;Name=hsa-miR-5004-3p;Derives_from=MI0017870
3620_	chr6	.	miRNA_primary_transcript	33665905	33666011	.	+	.	ID=MI0016590;Alias=MI0016590;Name=hsa-mir-3934
3621_	chr6	.	miRNA	33665929	33665950	.	+	.	ID=MIMAT0018349;Alias=MIMAT0018349;Name=hsa-miR-3934-5p;Derives_from=MI0016590
3622_	chr6	.	miRNA	33665968	33665989	.	+	.	ID=MIMAT0022975;Alias=MIMAT0022975;Name=hsa-miR-3934-3p;Derives_from=MI0016590
3623_	chr6	.	miRNA_primary_transcript	33866912	33866977	.	+	.	ID=MI0023620;Alias=MI0023620;Name=hsa-mir-7159
3624_	chr6	.	miRNA	33866912	33866932	.	+	.	ID=MIMAT0028228;Alias=MIMAT0028228;Name=hsa-miR-7159-5p;Derives_from=MI0023620
3625_	chr6	.	miRNA	33866959	33866977	.	+	.	ID=MIMAT0028229;Alias=MIMAT0028229;Name=hsa-miR-7159-3p;Derives_from=MI0023620
3626_	chr6	.	miRNA_primary_transcript	33967749	33967828	.	-	.	ID=MI0006415;Alias=MI0006415;Name=hsa-mir-1275
3627_	chr6	.	miRNA	33967795	33967811	.	-	.	ID=MIMAT0005929;Alias=MIMAT0005929;Name=hsa-miR-1275;Derives_from=MI0006415
3628_	chr6	.	miRNA_primary_transcript	34208450	34208513	.	+	.	ID=MI0022680;Alias=MI0022680;Name=hsa-mir-6835
3629_	chr6	.	miRNA	34208455	34208476	.	+	.	ID=MIMAT0027570;Alias=MIMAT0027570;Name=hsa-miR-6835-5p;Derives_from=MI0022680
3630_	chr6	.	miRNA	34208491	34208513	.	+	.	ID=MIMAT0027571;Alias=MIMAT0027571;Name=hsa-miR-6835-3p;Derives_from=MI0022680
3631_	chr6	.	miRNA_primary_transcript	35438285	35438356	.	+	.	ID=MI0022962;Alias=MI0022962;Name=hsa-mir-7111
3632_	chr6	.	miRNA	35438286	35438307	.	+	.	ID=MIMAT0028119;Alias=MIMAT0028119;Name=hsa-miR-7111-5p;Derives_from=MI0022962
3633_	chr6	.	miRNA	35438335	35438356	.	+	.	ID=MIMAT0028120;Alias=MIMAT0028120;Name=hsa-miR-7111-3p;Derives_from=MI0022962
3634_	chr6	.	miRNA_primary_transcript	35632494	35632566	.	-	.	ID=MI0019295;Alias=MI0019295;Name=hsa-mir-5690
